,Company_name,Sector,BSE,NSE,Market Cap,Current Price,High / Low,Stock P/E,Book Value,Dividend Yield,ROCE,ROE,Face Value,Price to Sales,Sales growth,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,Profit growth,Profit growth 3Years,Profit growth 5Years,Profit growth 7Years,Profit growth 10Years,EPS,EPS last year,Debt,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back
0,Indian Oil Corporation Ltd,Refineries,530965,IOC,183364,130, 134 / 75.8,4.75,118,3.85,8.09,7.17,10.0,0.23,1.89,20.3,14.8,13.5,6.19,203,30.7,-15.1,-1.74,10.5,27.3,6.93,115418,129790,65650,58552,89671
