,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,101,111,103,115,115,107,131,109,142,165,149,143
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,101,111,103,115,115,107,131,109,142,165,149,143
Working Capital Days,80,96,84,113,137,89,89,78,102,105,109,90
ROCE %,41,37,36,35,32,41,39,42,30,29,27,25
