,Company_name,Sector,BSE,NSE,Market Cap,Current Price,High / Low,Stock P/E,Book Value,Dividend Yield,ROCE,ROE,Face Value,Price to Sales,Sales growth,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,Profit growth,Profit growth 3Years,Profit growth 5Years,Profit growth 7Years,Profit growth 10Years,EPS,EPS last year,Debt,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back
0,Sun TV Network Ltd,Entertainment,532733,SUNTV,28067,712, 732 / 394,15.1,256,2.11,25.5,19.2,5.0,6.8,4.11,2.33,4.95,6.21,6.97,4.45,9.56,8.5,12.2,9.01,47.2,43.3,52.1,0.0,0.0,0.0,0.0
