,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,13,13,13,12,14,12,13,17,11,14,16,19
Inventory Days,94,83,86,77,75,67,65,59,65,66,65,55
Days Payable,170,164,170,148,156,164,185,166,176,163,145,123
Cash Conversion Cycle,-63,-67,-72,-60,-67,-85,-107,-90,-101,-83,-64,-50
Working Capital Days,-42,-49,-54,-52,-24,-32,-37,-29,-31,-29,-20,-13
ROCE %,106,130,147,139,112,91,103,116,117,38,24,27
