,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,41,41,37,68,179,124,109,131,115,165,126,109
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,41,41,37,68,179,124,109,131,115,165,126,109
Working Capital Days,-378,-430,-131,-38,40,-5,-7,18,31,136,98,74
ROCE %,2,-0,6,7,11,6,6,9,7,12,16,16
