,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,94,98,90,100,97,98,104,94,105,95,113,107
Inventory Days,282,229,271,248,248,282,263,273,230,273,250,232
Days Payable,110,102,100,84,88,104,121,111,100,109,111,108
Cash Conversion Cycle,267,225,261,264,257,275,246,256,235,259,252,231
Working Capital Days,81,79,88,79,87,98,104,93,93,103,108,102
ROCE %,28,25,25,22,19,9,8,13,11,16,14,27
