,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,1613,1378,1970,2524,3263,2144,1803,2870,2984,3570,2811,5888
Cash from Investing Activity,-971,-1437,-1604,-2370,-1610,-1890,-1483,-769,-495,-2255,-2565,-4109
Cash from Financing Activity,389,-157,-24,-433,-1700,-369,-444,-2133,-2516,-30,-242,-2686
Net Cash Flow,1031,-216,342,-280,-47,-114,-124,-31,-27,1286,3,-907
