,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,9,7,6,4,4,9,8,8,7,12,10,5
Inventory Days,40,33,35,29,34,45,41,32,32,52,51,32
Days Payable,25,15,20,22,19,24,27,25,19,32,37,20
Cash Conversion Cycle,24,25,22,12,19,30,21,16,20,33,24,17
Working Capital Days,12,14,10,-17,-18,-16,-6,-3,-7,-15,-8,-5
ROCE %,9,12,16,17,25,24,21,18,9,18,16,7
