,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,31,35,34,43,25,16,16,13,8,19,14,11
Inventory Days,108,80,79,65,105,65,56,48,46,85,90,61
Days Payable,139,112,155,175,290,51,48,41,31,51,66,46
Cash Conversion Cycle,0,3,-43,-67,-161,30,24,21,23,54,39,27
Working Capital Days,-19,-1,-29,-18,-46,-57,-9,-2,-20,3,-6,-9
ROCE %,29,23,20,13,13,17,14,19,10,9,16,14
