,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,387,443,373,470,597,623,537,905,1293,1265,1696,1377
Cash from Investing Activity,-468,-733,-356,-759,-888,-1152,-405,-711,-289,-880,-747,-857
Cash from Financing Activity,135,373,-63,392,330,477,-108,-215,-910,-340,-792,-633
Net Cash Flow,54,83,-46,103,39,-52,24,-20,94,44,158,-113
