,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,30,18,39,33,29,35,52,15,19,23,17,96
Inventory Days,,,,,,,,,,6239,,
Days Payable,,,,,,,,,,402,,
Cash Conversion Cycle,30,18,39,33,29,35,52,15,19,5860,17,96
Working Capital Days,121,200,652,1081,727,1049,942,588,873,998,755,821
ROCE %,17,17,11,10,12,9,9,13,11,9,12,16
