,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-1192,2878,9068,2302,5025,13222,-10392,1822,46619,4881,8308,-1242
Cash from Investing Activity,-5456,-9035,-1130,-4467,-2353,-5289,-5475,-3323,-13068,-11172,-10903,-10381
Cash from Financing Activity,7229,7099,-5814,2426,2024,6055,14679,8365,-735,-10072,7543,1883
Net Cash Flow,582,942,2125,260,4696,13989,-1188,6864,32815,-16363,4949,-9740
