,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,3922,3522,4580,1182,4333,6850,7724,9027,8814,11961,16048,7276
Cash from Investing Activity,-6171,-9591,-12694,-6717,-2262,-1998,-1431,-832,-1476,-1884,-2331,-4018
Cash from Financing Activity,2235,6111,8879,5708,-2672,-5108,-6276,-8261,-7016,-4612,-15120,-2500
Net Cash Flow,-13,43,766,173,-601,-256,17,-67,322,5465,-1403,757
