,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,36,16,22,17,12,19,19,19,18,17,16,15
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,36,16,22,17,12,19,19,19,18,17,16,15
Working Capital Days,-3859,-1204,-1338,-603,-243,-169,-675,-537,-417,-490,-493,-444
ROCE %,20,19,16,15,14,14,13,13,11,10,10,11
