,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,22,19,25,18,14,11,16,16,12,14,14,10
Inventory Days,328,,143,129,132,161,135,184,184,153,147,124
Days Payable,333,,66,78,267,308,202,242,275,245,221,205
Cash Conversion Cycle,18,19,102,69,-120,-136,-51,-42,-80,-77,-61,-71
Working Capital Days,14,118,-47,-22,-149,-175,-95,-120,-129,-68,-34,-65
ROCE %,22,2,13,9,-14,11,15,14,10,17,28,21
