,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,589,1486,2695,3390,2188,3800,3264,4312,6352,5051,2463,4643
Cash from Investing Activity,-1874,-1089,-1372,-2844,-1906,-6145,-3194,-3318,-2220,-1886,-2304,-2248
Cash from Financing Activity,1380,-256,-1080,494,-263,5518,-2221,-225,-2803,-2098,-1217,-2734
Net Cash Flow,95,142,243,1040,19,3172,-2152,769,1329,1068,-1059,-339
