,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,597,870,1098,1047,1187,1227,1092,1499,1614,2115,1802,1488
Cash from Investing Activity,-260,-622,-104,-876,-730,-807,-541,338,-517,-1404,-1273,-583
Cash from Financing Activity,-198,-234,-804,-417,-374,-339,-577,-1888,-1043,-613,-490,-1035
Net Cash Flow,138,13,190,-245,82,81,-27,-51,54,97,38,-130
