,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,32,29,35,33,38,31,33,36,34,21,22,27
Inventory Days,154,144,150,136,150,153,169,154,164,178,169,158
Days Payable,89,122,169,153,182,181,190,172,176,197,178,171
Cash Conversion Cycle,97,51,16,16,6,3,13,17,22,3,12,14
Working Capital Days,22,12,2,7,21,14,21,16,22,5,7,10
ROCE %,32,33,35,36,35,31,28,28,28,27,27,23
