,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,92,83,80,76,116,91,120,128,129,108,95,98
Inventory Days,243,200,204,220,276,266,253,283,232,279,261,242
Days Payable,193,159,152,172,168,189,178,184,162,137,129,136
Cash Conversion Cycle,141,125,131,124,225,167,195,227,199,249,227,204
Working Capital Days,96,92,94,67,147,112,137,154,92,151,135,127
ROCE %,24,33,41,40,24,19,10,10,9,9,-7,6
