,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,82,90,93,94,87,88,89,92,87,87,97,84
Inventory Days,80,86,85,88,65,78,65,76,97,84,103,79
Days Payable,142,151,154,156,156,172,174,165,177,161,182,149
Cash Conversion Cycle,20,25,24,26,-4,-6,-19,3,7,9,18,14
Working Capital Days,48,46,42,35,38,36,40,57,59,60,54,54
ROCE %,22,16,17,22,19,22,22,17,18,15,13,10
