,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,54,42,38,46,48,44,44,49,49,79,81,104
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,54,42,38,46,48,44,44,49,49,79,81,104
Working Capital Days,-232,-254,-301,-331,-271,-229,-208,-156,-245,-57,-62,-67
ROCE %,9,10,9,8,9,10,10,9,11,12,11,13
