,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,18,21,17,17,18,19,25,23,16,19,16,17
Inventory Days,61,64,69,67,73,77,83,73,82,83,71,66
Days Payable,122,137,146,131,138,138,151,133,145,175,141,128
Cash Conversion Cycle,-43,-51,-60,-47,-46,-41,-43,-38,-48,-74,-53,-45
Working Capital Days,-53,-57,-41,-44,-47,-50,-50,-53,-68,-48,-32,-23
ROCE %,26,21,22,21,15,9,9,2,0,6,1,6
