,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,37,31,31,42,41,40,37,45,68,92,77,60
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,37,31,31,42,41,40,37,45,68,92,77,60
Working Capital Days,5,-11,-16,-44,-32,-38,-16,-43,18,34,14,23
ROCE %,12,12,11,8,7,9,9,7,10,9,9,10
