,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,60,68,72,78,73,69,95,82,80,91,74,75
Inventory Days,78,67,83,92,74,63,60,63,62,74,65,62
Days Payable,71,69,73,81,69,68,85,83,75,96,89,80
Cash Conversion Cycle,67,66,82,88,78,64,71,62,67,68,50,57
Working Capital Days,42,40,43,56,78,66,75,78,74,73,62,53
ROCE %,39,42,33,31,29,25,21,24,17,19,21,27
