,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,,,,-16378,-19455,-28076,-41748,-62701,-89907,-64412,-28584
Cash from Investing Activity,,,,,2,2,2,1,1,0,-5,0
Cash from Financing Activity,,,,,17582,18250,28075,41749,62697,90202,64266,28643
Net Cash Flow,,,,,1206,-1204,0,3,-2,296,-151,60
