,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,0.0,0,0,0,0,0,0,0,0,0,3609,3730
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,0.0,0,0,0,0,0,0,0,0,0,3609,3730
Working Capital Days,-27.0,-171,-17,221,295,263,5869,6326,7020,8137,7593,6995
ROCE %,,9,9,9,8,8,7,6,6,5,5,5
