,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,11,12,11,16,3,3,3,3,7,7,9,4
Inventory Days,,620,,,,,,,,,,
Days Payable,,225,,,,,,,,,,
Cash Conversion Cycle,11,407,11,16,3,3,3,3,7,7,9,4
Working Capital Days,7,11,-1,-14,-347,-208,-67,-54,-44,-56,-27,-37
ROCE %,26,23,20,25,20,26,33,28,22,26,37,50
