,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,4350,4242,3549,4594,5868,7288,-4140,-1659,16620,15075,7038,-12685
Cash from Investing Activity,-3629,-5687,-2336,-2359,-4515,-3509,1546,-2212,-11364,-7146,-1053,-13712
Cash from Financing Activity,-679,1348,-1046,-2278,-1365,-3799,3449,4158,-3418,-8003,-6733,26469
Net Cash Flow,42,-97,168,-42,-11,-20,856,287,1838,-75,-748,72
