,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,21,24,29,26,28,25,26,25,20,21,21,22
Inventory Days,279,284,251,266,203,195,226,214,234,207,256,248
Days Payable,281,258,252,154,142,150,165,165,188,234,269,271
Cash Conversion Cycle,20,50,28,138,89,70,87,74,66,-6,9,0
Working Capital Days,-5,-15,-2,-42,-47,-23,-17,-16,-25,-26,-21,-29
ROCE %,19,19,12,12,13,14,12,10,12,15,14,13
