,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,172,216,281,312,254,286,421,432,352,736,845,956
Cash from Investing Activity,-128,-171,-198,-230,-86,-222,-337,-233,-6,-540,-971,-383
Cash from Financing Activity,-24,-39,-50,-66,-127,-58,-96,-160,-329,-144,182,-404
Net Cash Flow,20,7,33,16,41,6,-12,39,16,52,56,169
