,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,74,69,66,69,67,60,58,53,61,50,61,69
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,74,69,66,69,67,60,58,53,61,50,61,69
Working Capital Days,37,39,34,29,40,49,53,43,37,27,6,23
ROCE %,25,28,30,29,23,23,20,20,18,22,26,30
