,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,58,37,126,143,121,144,197,215,256,437,483,487
Cash from Investing Activity,-31,-29,-18,-29,-31,28,-245,-162,43,-439,-106,-201
Cash from Financing Activity,-23,-11,-79,-32,-41,-52,-60,-83,-124,-126,-326,-303
Net Cash Flow,3,-3,29,83,49,120,-108,-30,175,-128,51,-17
