,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,71,78,96,125,79,60,77,68,76,69,70,74
Inventory Days,225,364,297,275,314,318,429,318,362,456,368,298
Days Payable,365,421,421,472,523,356,447,345,345,351,250,224
Cash Conversion Cycle,-69,22,-28,-71,-130,21,59,42,93,174,188,147
Working Capital Days,0,33,42,54,-1,28,20,-17,-2,82,89,74
ROCE %,27,33,35,27,48,19,13,13,15,17,19,20
