,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,3512,5844,2594,7876,6897,7888,12379,14633,12785,18831,26270,23323
Cash from Investing Activity,-4101,-5433,-5618,-7372,-3857,-5094,-4529,-11387,-19589,-9410,-14748,-10730
Cash from Financing Activity,698,-791,3300,-169,-3151,-2710,-8185,1753,5189,-1444,-14657,-5977
Net Cash Flow,110,-380,276,334,-111,84,-335,4999,-1615,7977,-3135,6616
