,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,97,87,104,87,85,81,95,86,96,88,99,84
Inventory Days,319,382,372,350,293,307,314,347,316,329,341,352
Days Payable,75,73,61,68,56,104,96,96,100,117,96,89
Cash Conversion Cycle,341,396,416,368,322,284,313,336,312,300,344,347
Working Capital Days,145,152,159,143,162,151,182,177,182,152,177,188
ROCE %,34,33,36,33,36,29,22,29,25,32,35,19
