,Company_name,Sector,BSE,NSE,Market Cap,Current Price,High / Low,Stock P/E,Book Value,Dividend Yield,ROCE,ROE,Face Value,Price to Sales,Sales growth,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,Profit growth,Profit growth 3Years,Profit growth 5Years,Profit growth 7Years,Profit growth 10Years,EPS,EPS last year,Debt,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back
0,Trent Ltd,Retail,500251,TRENT,108600,3055, 3061 / 1155,182,82.0,0.07,11.5,11.9,1.0,10.8,53.4,33.2,30.7,25.4,14.5,101,46.5,25.6,29.2,32.7,17.7,12.5,4839,300,391,400,336
