,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,168,196,233,196,185,184,176,161,189,170,145,145
Inventory Days,274,306,325,321,401,407,305,275,204,233,230,240
Days Payable,111,110,120,111,112,108,91,89,126,155,139,124
Cash Conversion Cycle,331,391,438,406,473,483,390,347,267,248,237,261
Working Capital Days,-113,16,89,53,10,63,126,134,119,47,4,28
ROCE %,20,18,18,20,20,23,25,30,26,28,27,30
