,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,710,1187,1402,1188,2243,1527,2113,2470,3038,3683,986,4193
Cash from Investing Activity,-386,-463,-586,-465,-866,-681,-1556,-918,-518,-541,-317,-1282
Cash from Financing Activity,-327,-601,-626,-576,-849,-756,-1379,-1117,-2871,-650,-1808,-2140
Net Cash Flow,-2,123,190,147,528,90,-822,434,-351,2492,-1138,771
