,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,67,78,69,76,126,63,70,36,43,39,36,35
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,67,78,69,76,126,63,70,36,43,39,36,35
Working Capital Days,559,661,670,832,389,685,974,532,759,1016,913,891
ROCE %,7,4,5,6,8,7,5,5,4,4,5,5
