,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,2520,2009,1468,2037,2957,-898,270,2043,356,1460,2832,2375
Cash from Investing Activity,-24,1995,3924,98,-818,872,-2102,3,6508,150,267,-461
Cash from Financing Activity,-2438,-3951,-4532,-1547,-1929,787,-232,875,-9522,-2184,-3828,-2013
Net Cash Flow,58,52,860,588,210,761,-2064,2921,-2658,-573,-729,-98
