,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,712,855,1596,2448,3137,4071,3554,4432,4358,8094,5285,5572
Cash from Investing Activity,-420,-622,291,-1865,-1453,-2893,-3319,-2104,1081,-5433,480,-226
Cash from Financing Activity,-317,65,-972,-829,-496,-1571,-269,-2251,-4466,-2987,-4667,-5078
Net Cash Flow,-26,298,915,-246,1188,-392,-35,77,974,-326,1098,267
