,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,79,75,72,71,71,62,68,62,62,56,53,51
Inventory Days,67,39,28,56,66,,,,,,,
Days Payable,301,572,639,671,597,,,,,,,
Cash Conversion Cycle,-155,-459,-539,-544,-461,62,68,62,62,56,53,51
Working Capital Days,50,24,48,65,60,54,57,29,18,18,33,36
ROCE %,24,24,29,27,23,19,17,19,20,22,21,18
