,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,4009,6394,6790,7840,7887,9277,8423,11632,10064,14755,11080,13060
Cash from Investing Activity,-638,-4536,-284,-2537,-13761,-11770,3595,5065,3593,685,-22321,-8169
Cash from Financing Activity,-1719,-1140,-3570,-830,-159,-2275,-12998,-4937,-15100,-12884,4659,-6088
Net Cash Flow,1652,717,2936,4474,-6032,-4767,-979,11760,-1442,2556,-6583,-1197
