,Company_name,Sector,BSE,NSE,Market Cap,Current Price,High / Low,Stock P/E,Book Value,Dividend Yield,ROCE,ROE,Face Value,Price to Sales,Sales growth,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,Profit growth,Profit growth 3Years,Profit growth 5Years,Profit growth 7Years,Profit growth 10Years,EPS,EPS last year,Debt,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back
0,Godrej Properties Ltd,Realty,533150,GODREJPROP,55979,2013, 2076 / 1005,84.8,340,0.0,5.69,5.39,5.0,17.9,54.6,-2.65,7.03,0.85,8.06,66.8,29.8,90.1,17.2,13.3,23.8,20.6,10262,3715,3703,3123,1678
