,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,79.0,70,69,80,73,66,70,71,78,61,64,62
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,79.0,70,69,80,73,66,70,71,78,61,64,62
Working Capital Days,60.0,50,42,72,52,43,60,53,47,38,40,48
ROCE %,,52,75,48,47,46,42,47,37,37,48,38
