,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,0.0,0,0,0,3,0,0,0,0,0,0,0
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,0.0,0,0,0,3,0,0,0,0,0,0,0
Working Capital Days,-29.0,-19,-17,-10,-16,-2,-9,-9,-5,-2,-6,-6
ROCE %,,46,38,34,32,29,29,16,17,15,9,10
