,Company_name,Sector,BSE,NSE,Market Cap,Current Price,High / Low,Stock P/E,Book Value,Dividend Yield,ROCE,ROE,Face Value,Price to Sales,Sales growth,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,Profit growth,Profit growth 3Years,Profit growth 5Years,Profit growth 7Years,Profit growth 10Years,EPS,EPS last year,Debt,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back
0,JSW Energy Ltd,Power Generation & Distribution,533148,JSWENERGY,67275,409, 477 / 205,42.3,121,0.49,7.28,7.22,10.0,6.06,13.8,7.69,5.12,0.72,1.54,-24.5,8.89,98.1,0.18,2.43,9.68,8.99,27783,9840,11883,14862,10377
