,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,64,76,51,46,108,96,52,57,69,51,30,54
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,64,76,51,46,108,96,52,57,69,51,30,54
Working Capital Days,-119,-74,-51,-54,-36,-61,-99,-72,-34,1,-18,41
ROCE %,7,14,15,18,16,10,9,9,10,9,12,7
