,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,33,28,28,28,28,31,34,30,34,30,26,21
Inventory Days,74,73,68,72,74,64,64,74,106,91,82,83
Days Payable,103,104,96,97,108,107,125,127,142,147,134,118
Cash Conversion Cycle,3,-3,0,3,-6,-11,-27,-23,-3,-26,-27,-13
Working Capital Days,28,25,30,31,31,42,37,23,29,15,95,89
ROCE %,15,15,14,11,13,12,13,12,7,8,11,13
