,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,3246,2218,3502,2114,3690,3267,4328,2487,3850,3120,4197,5277
Cash from Investing Activity,-850,-1394,-2072,-380,-68,-3610,-1954,-273,1766,-2869,276,1211
Cash from Financing Activity,-1462,-1445,-1496,-1644,-3384,-190,-1885,-2074,-6247,-20,-4056,-7181
Net Cash Flow,934,-621,-66,90,238,-532,488,140,-630,231,417,-692
