,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,46,43,45,44,48,50,56,54,54,66,53,47
Inventory Days,95,95,93,88,89,100,102,95,100,133,114,98
Days Payable,43,45,54,45,53,54,69,59,67,109,70,57
Cash Conversion Cycle,98,92,84,86,84,96,89,90,88,91,96,88
Working Capital Days,14,23,33,31,42,46,56,54,45,35,54,47
ROCE %,29,34,33,32,45,39,36,33,33,28,25,24
