,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,367,472,394,552,907,794,796,845,1280,1392,955,1558
Cash from Investing Activity,-239,-144,-99,-436,-491,-879,39,-513,103,-1688,-558,-899
Cash from Financing Activity,-135,-339,-242,-165,-371,41,-790,-361,-849,-76,-468,-656
Net Cash Flow,-7,-12,54,-49,45,-45,46,-29,533,-372,-71,2
