,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,29,56,43,42,54,58,27,20,55,80,38,34
Inventory Days,433,351,321,375,541,,,,,,,
Days Payable,59,47,41,50,215,,,,,,,
Cash Conversion Cycle,402,360,323,367,380,58,27,20,55,80,38,34
Working Capital Days,-31,-3,8,1,9,-11,-57,-31,42,67,-3,-12
ROCE %,55,54,50,52,57,46,45,107,72,46,54,70
