,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,86,82,81,79,81,70,74,68,71,67,80,81
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,86,82,81,79,81,70,74,68,71,67,80,81
Working Capital Days,45,70,52,33,62,63,61,70,67,62,36,33
ROCE %,50,52,56,50,51,44,39,47,47,49,54,59
