,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,1147,3286,6483,5981,7415,7014,6364,4574,7375,8345,6693,7159
Cash from Investing Activity,-5963,-4026,-3609,-3865,-1805,-7373,-1512,-272,-493,993,-6250,-7257
Cash from Financing Activity,5798,-593,-3265,-2239,-6183,937,-4726,-5184,-5110,-7603,-1183,1341
Net Cash Flow,981,-1333,-392,-123,-574,579,126,-883,1773,1736,-741,1243
