,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,32,36,46,60,44,51,38,54,55,58,51,46
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,32,36,46,60,44,51,38,54,55,58,51,46
Working Capital Days,-56,-38,-57,-40,-34,-105,-80,-4,2,-53,-50,-44
ROCE %,9,8,8,9,5,9,6,7,7,8,9,12
