,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,114,128,120,129,83,78,63,115,131,194,207,212
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,114,128,120,129,83,78,63,115,131,194,207,212
Working Capital Days,-74,-36,-12,-1,109,-17,-107,-2,84,116,125,99
ROCE %,10,8,8,9,8,11,8,10,9,9,6,8
