,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,3378,2846,3824,4061,5971,8329,4696,3824,2993,5070,4590,4692
Cash from Investing Activity,-2312,-1330,-1122,-768,-746,-1864,-886,-1182,-2987,-1607,-3084,-4191
Cash from Financing Activity,-22,-1344,-4536,-2494,-4000,-7812,-3863,-2637,12,-3058,-638,-796
Net Cash Flow,1044,172,-1834,798,1224,-1347,-53,5,17,405,867,-295
