,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,896,1741,1595,2384,3116,3782,3903,3160,6943,-1620,2064,12703
Cash from Investing Activity,-47,-1890,-2914,-940,-1337,-3033,-4152,-2526,-4573,3228,1527,-4039
Cash from Financing Activity,-638,36,1285,-1308,-1220,-1401,766,-592,-2407,-1775,-3088,-8432
Net Cash Flow,212,-113,-34,136,559,-652,518,42,-37,-168,503,232
